"","County","PM10_mean","PM25_mean","NO2_mean","SO2_mean","O3_mean","CO_mean","BENZENE","TOLUENE","XYLENES","Pb","Hg","As","WaterCR","Cd","Air","PCB","HCB","EOx","VyCl","TRICHLORENE","C2CL4","DCM","C3H3N","Benzidine","24D","ATRAZINE","HCCPD","pct_manure_acres","Herbicides","Fungicides","Insecticides","Per_TotPopSS_ave","med_hh_inc","pct_pers_lt_pov","med_hh_value","pct_unemp","pct_hs_more","pct_mt_10units","med_rooms","violent_rate","work_out_co"
"1","Autauga",15.072996226,12.058188137,123.65764816,10.661088423,522.38176744,4.4632250049,0,0,0,0.0009507804,0.0005120944,0,0,0.000046033,0.0011701615,0,0,0.0015003986,0.0060354099,0,0,0,0.0072332243,0.0000000066,0,0,0,0.008675242,4447.899199,10.08791875,453.3896169,10.82,42013,10.9,94800,4.9,78.7,1.3,5.8,428.29999,60.3
"2","Baldwin",19.994603348,11.119908741,247.74225267,17.146846827,540.78910553,12.875833095,3.25,0,1.98,0.0014055352,0.0005248871,0.002,0.01,0.0000369512,0.0003702359,0,0,0.0035013015,0.0062061226,0,0.5,0,0.0021328022,0.000000093588158,0,0,0,0.002299506,28916.14085,5828.502,1554.4908,19.58,40250,10.1,122500,4.3,82,12.4,5.3,482.54999,27.3
"3","Barbour",15.772306465,12.3604537,183.19362441,23.257118443,896.42302368,19.620538691,0,0,0,0.0009776435,0.0005050771,0,0,0.0000358638,0.0000752673,0,0,0.001469234,0.0000418689,0,0,0,0.0032792223,0.0000000066,0,0,0,0.014284165,5045.2767,9.557225,491.9932225,15.12,25101,26.8,68600,5.7,64.7,0.9,5.3,342.10001,16.5
"4","Bibb",14.921319112,12.239906361,127.77993545,7.6309533856,563.47732948,2.9519755921,0,0,0,0.0009574099,0.0005130169,0,0,0.0000461759,0.0001416096,0,0,0.0013758795,0.0001232253,0,0,0,0.0094026381,0.0000000066,0,0,0,0.000299444,773.265625,1.0786125,43.12981125,10.53,31420,20.6,74600,6.2,63.2,2,5.4,502.25555,59.4
"5","Blount",17.895014517,12.974280825,95.198093959,8.9137953499,561.93518525,9.3622154736,0,0,0,0.000678371,0.000513295,0,0,0.0000527715,0.0000894276,0,0,0.0015080439,0.0004782879,0,0,0,0.0161995588,0.000000012760861,0,0,0,0.035844317,3275.369531,19.97828372,207.78654,16.23,35241,11.7,86800,4.8,70.4,0.7,5.5,0,59.7
"6","Bullock",15.947660932,12.161147116,172.55000678,21.086399801,652.28221243,15.363596571,0,0,0,0.0006747424,0.0005041454,0,0,0.0000498227,0.0000531564,0,0,0.0014673517,0.000088996,0,0,0,0.0043958297,0.0000000066,0,0,0,0.016087715,1031.056461,5.711627907,112.9423,8.38,20605,33.5,56600,8.6,60.5,2.5,5.2,512.31066,33.9
"7","Butler",13.17690205,11.658882625,134.1369957,13.831403113,578.70347361,8.0189674864,0,0,0,0.0004445801,0.0005035144,0,0,0.0000295802,0.0000597269,0,0,0.0015258778,0.0001385941,0,0,0,0.003821059,0.0000000074079753,0,0,0,0.008735233,3212.301889,10.72325581,347.1468,13.21,24791,24.6,57700,10.6,67.8,1.5,5.4,547.43679,27.6
"8","Calhoun",16.170320949,13.149517108,176.69213907,22.162485995,531.52721395,25.999518829,0,0,0,0.0024618354,0.000513211,0,0,0.0000749434,0.0020083548,0,0,0.003059963,0.0096711747,0,0,0,0.0126178155,0.00000022946352,0,0,0,0.01117165,5061.685368,18.4686,318.15486,8.35,31768,16.1,71600,6.6,73.9,3.9,5.4,1453.1001,15.5
"9","Chambers",13.965673988,12.311209973,198.96216918,39.795169765,634.02587791,22.577125445,0,0,0,0.0006766922,0.0005075024,0,0,0.0000483569,0.000220315,0,0,0.00239135,0.0037928954,0,0,0,0.0070418766,0.0000000066,0,0,0,0.005528635,360.7903287,6.341627907,42.3358,17.19,29667,17,58900,6.5,64.2,0.9,5.4,604.44792,40
"10","Cherokee",16.779732625,13.437240635,221.71586877,34.67909386,838.1427024,80.696299033,0,0,0,0.0005872124,0.0005055586,0,0,0.0000397643,0.0000873899,0,0,0.002227512,0.0000360713,0,0,0,0.0123717712,0.00000001083672,0,0,0,0.004260772,12208.21591,27.3934,674.20634,20.61,30874,15.6,76100,3.9,63.5,0.8,5.2,564.30221,53.6
"11","Chilton",15.95845217,12.280853245,124.50183376,8.0449208302,534.52303053,3.216022669,0,0,0,0.0010266218,0.0005167147,0,0,0.0000473655,0.0001131363,0,0,0.0014005145,0.0001051292,0,0,0,0.008662922,0.0000000066,0,0,0,0.002854044,1803.29958,11.21325581,196.7609,29.27,32588,15.7,81800,4.3,66.2,0.4,5.4,0,52.7
"12","Choctaw",8.6370688019,11.793003147,134.77250329,21.079705882,641.07260713,18.186515863,0,0,0,0.0004969764,0.0005041497,0,0,0.0000282678,0.0000605464,0,0,0.0028217593,0.0004025908,0,0,0,0.0040619081,0.000000048734246,0,0,0,0.003481837,325.31185,NA,35.2308,56.02,24749,24.5,60500,8.8,65,1.2,5.4,492.72954,35.5
"13","Clarke",10.232834374,11.739789969,137.60803459,17.975359472,592.35342693,10.717814254,0,0,0,0.0003866109,0.0005077199,0,0,0.0000297867,0.000048764,0,0,0.0027320653,0.0000257124,0,0,0,0.0032701913,0.00000004871414,0,0,0,0.000138472,785.95305,0.98,89.011,19.51,27388,22.6,67900,8.9,70.8,2,5.4,513.33219,24.7
"14","Clay",16.098343505,13.288686797,164.38543591,20.857837917,485.97032198,12.275224791,0,0,0,0.0006053486,0.0005036317,0,0,0.0000436222,0.0001581575,0,0,0.0019016166,0.0000328567,0,0,0,0.0097361459,0.000000040641931,0,0,0,0.0124046,443.0096105,6.341627907,51.7606,53.75,27885,17.1,62200,5.5,66,0.6,5.3,556.77977,34.1
"15","Cleburne",14.355550052,13.253070647,256.76159609,37.772226077,592.32023539,43.44771805,0,0,0,0.0008590425,0.0005042686,0,0,0.0000412345,0.0001691027,0,0,0.0022947804,0.0000542587,0,0,0,0.0104786915,0.000000042672577,0,0,0,0.012975808,825.1944375,1.02930625,71.00720563,66.28,30820,13.9,71300,5.3,62.9,0.6,5.3,588.85909,60.1
"16","Coffee",15.69912972,11.78053196,170.5620339,14.787142779,789.65905643,16.285538149,0,0,0,0.0010381576,0.0005067794,0,0,0.0000361472,0.0002333339,0,0,0.0012885649,0.0041564662,0,0,0,0.0027825155,0.0000000066,0,0,0,0.073599242,10118.50416,12.98102791,1077.20844,21.27,33664,14.7,76600,5.7,73.2,1.3,5.5,341.70001,35.3
"17","Colbert",8.0111827508,11.647631511,100.40871277,2.0536583519,1178.5000586,81.244545635,0,0,0,0.0010391007,0.0011288179,0,0,0.0000949387,0.0002650996,0,0,0.0022468222,0.0066883176,0,0,0,0.0198941667,0.0000000066,0,0,0,0.010332981,19711.09456,53.04902791,1738.86804,11.23,31954,14,72300,5.2,73.3,2,5.7,232.8,34.9
"18","Conecuh",14.72082185,11.628707247,134.87028568,18.876578356,551.69882014,11.608423385,0,0,0,0.0003999675,0.0005037981,0,0,0.0000517681,0.0000470271,0,0,0.0018566197,0.0000261246,0,0,0,0.0029101495,0.000000019039603,0,0,0,0.000595668,3962.278138,1.02930625,410.7488056,26.49,22111,26.6,58600,9.8,67.7,1.2,5.4,540.63379,46.9
"19","Coosa",16.729706439,12.198915691,145.73477532,12.704444687,534.47303027,5.3807430309,0,0,0,0.0006662302,0.0005062979,0,0,0.0000634674,0.000083824,0,0,0.001548674,0.000047966,0,0,0,0.0087397371,0.0000000066,0,0,0,0.000164138,14.64905568,NA,1.0659,37.4,29873,14.9,59500,7.1,65.7,0.1,5.4,559.80909,75
"20","Covington",13.537269058,11.350422796,112.74204171,17.161273846,667.18739078,14.431715845,0,0,0,0.0004927967,0.0005047471,0,0,0.0000312895,0.000118057,0,0,0.0014191092,0.001136336,0,0,0,0.0024287437,0.0000000081578953,0,0,0,0.019611706,4230.603361,10.70102791,387.64224,23.16,26336,18.4,56700,7.6,68.4,1.2,5.3,516.35424,17.8
"21","Crenshaw",15.630347446,11.597354232,145.34594292,14.015488054,628.36533483,8.9966306271,0,0,0,0.0006911558,0.0005060035,0,0,0.0000498885,0.0000556317,0,0,0.001353451,0.000049186,0,0,0,0.003612554,0.0000000066,0,0,0,0.018948075,3533.907056,9.73930625,363.6973056,17.02,26054,22.1,51300,5.4,60.1,0.6,5.2,505.96169,51.4
"22","Cullman",14.60019556,12.715001629,83.978160884,7.313677262,622.29277204,10.764499763,0,0,0,0.000734591,0.0005138089,0,0,0.0000614728,0.0001330109,0,0,0.001642588,0.0030764014,0,0,0,0.0199544101,0.0000000066,0,0,0,0.082018726,11525.41891,1008.007,892.3415,6.6,32256,13,85000,4.1,70.4,2.3,5.3,106.2,28.5
"23","Dale",16.85907182,12.04819819,170.06589906,16.085032652,965.41172124,21.994927685,0,0,0,0.0020118851,0.0005057878,0,0,0.0000321327,0.0002336892,0,0,0.0015093498,0.0023326095,0,0,0,0.0023689759,0.0000000066,0,0,0,0.008936188,6613.540836,12.09024041,691.5431113,21.77,31998,15.1,69000,7.7,77.8,2,5.3,517.63063,35.6
"24","Dallas",12.188443649,11.840275874,135.74020438,11.590390418,541.72554692,5.4590323635,0,0,0,0.0008804431,0.0005125959,0,0,0.0000418156,0.000100686,0,0,0.0019369676,0.0065409802,0,0,0,0.005999163,0.0000000068932367,0,0,0,0.004198146,9092.9807,25.4116,657.72626,24.32,23370,31.1,64100,11.2,70.3,1.2,5.3,1783.1,13.8
"25","DeKalb",16.559496923,13.114905103,159.41058919,14.903909103,852.00973801,91.059544563,0,0,0,0.0006467505,0.0005110658,0,0,0.000039128,0.0000818864,0,0,0.0020093245,0.0000499506,0,0,0,0.0142107049,0.0000000066,0,0,0,0.080208935,53079.40186,2547.8936,3484.50016,18.62,30137,15.4,67200,5.1,63.8,0.8,5.4,383.10001,25.1
"26","Elmore",17.343488148,12.178011191,151.42569397,14.339202724,522.75084549,6.8878087087,0,0,0,0.001017391,0.0005060383,0,0,0.0000358468,0.0002628371,0,0,0.0016006908,0.0023103381,0,0,0,0.0074383346,0.0000000066,0,0,0,0.002253846,4967.169573,7.959546657,477.8515169,8.98,41243,10.2,98000,5,77.6,1.4,5.7,0,66.5
"27","Escambia",19.054083464,12.08189322,155.65645575,24.260070961,560.09421824,15.081307853,0,0,0,0.0005596286,0.0005140027,0,0,0.0001090235,0.00006044,0,0,0.002232761,0.0000976161,0,0,0,0.0023290147,0.0000000347398,0,0,0,0.002295503,7534.143571,26.40925581,790.2823,19.46,28319,20.9,66700,7,68.5,1.9,5.4,523.49916,22
"28","Etowah",19.884530684,14.304891004,142.4512237,15.845110533,646.69186216,27.585735346,0,0,0,0.0011937737,0.000522709,0,0,0.0000980705,0.0005940585,0,0,0.0030145272,0.0112979212,0,0,0,0.0147643974,0.00000012140206,0,0,0,0.028362756,4358.9206,49.3494,257.16384,9.91,31170,15.7,71200,6,74.1,2.9,5.6,1820.8,24.8
"29","Fayette",9.5056015523,11.990265908,129.43648382,6.6722806248,817.45526146,11.783025036,0,0,0,0.0008644862,0.000509458,0,0,0.0000397068,0.0000693873,0,0,0.0011442579,0.0000445159,0,0,0,0.0119665574,0.0000000066,0,0,0,0.008297383,7199.597721,14.84625581,644.6366,46.45,28539,17.3,64100,7.7,66.1,2.7,5.3,433.33643,40.4
"30","Franklin",8.2380756953,11.453935104,100.96777755,3.1002151095,929.90920861,50.977551284,0,0,0,0.0005280058,0.0005418091,0,0,0.0000362834,0.0000805707,0,0,0.0010851979,0.0000974506,0,0,0,0.0136032298,0.0000000066,0,0,0,0.046850107,5116.279179,13.21402791,309.81634,26.67,27177,18.9,62800,5.6,62.1,2.2,5.3,363.72467,34.9
"31","Geneva",14.071668872,11.438467261,160.81976616,15.383328971,1200.5676414,22.943725274,0,0,0,0.0006241478,0.0005027913,0,0,0.0000273666,0.0008367355,0,0,0.0011709148,0.0004512456,0,0,0,0.002104233,0.0000000066,0,0,0,0.023573804,13056.98485,27.8998,1428.32558,44.59,26448,19.6,55900,8,65.6,0.6,5.4,521.61429,49.4
"32","Greene",11.834196955,11.845006708,160.51270494,12.262885066,632.22729753,11.712695763,0,0,0,0.0005931197,0.0005216636,0,0,0.0000347922,0.000106113,0,0,0.0015685031,0.000055083,0,0,0,0.0072655024,0.0000000074788687,0,0,0,0.007235616,674.3636891,11.21325581,74.2385,44.31,19819,34.3,57000,13.1,64.8,3.2,5.2,479.56023,51.7
"33","Hale",14.538703668,12.065082219,145.29829487,10.133741005,573.00985143,6.8342491222,0,0,0,0.000710259,0.0005208922,0,0,0.0000341944,0.0000793845,0,0,0.001580566,0.000027508,0,0,0,0.0074525949,0.0000000067498047,0,0,0,0.002499162,7541.915559,14.4314,381.35194,30.41,25807,26.9,66300,8,65.2,1.5,5.3,455.85742,51.8
"34","Henry",15.913065979,12.246210499,171.25339684,19.090992462,1296.7537779,17.916225032,0,0,0,0.0006221552,0.000503872,0,0,0.0000285733,0.0000582672,0,0,0.0012414674,0.000029414,0,0,0,0.0022196577,0.0000000066,0,0,0,0.022186714,7256.923861,30.95682791,823.87202,16.33,30353,19.1,69100,6.3,66.7,1,5.3,521.49397,53.7
"35","Houston",18.075963478,12.297294237,158.04644359,15.219946761,1730.1224136,21.380406753,0,0,0,0.0008394918,0.0005232032,0,0,0.0000456559,0.000167313,0,0,0.002801586,0.0092144749,0,0,0,0.0016694803,0.0000000066,0,0,0,0.012515581,15238.35647,46.99005581,1090.17608,23.99,34431,15,82000,5.2,76.5,4.3,5.4,364,12.3
"36","Jackson",13.055156023,13.055969643,148.82057342,13.295517684,952.66910048,124.84456317,0,0,0,0.0006578435,0.0005129381,0,0,0.0000346608,0.0000639755,0,0,0.001800914,0.0002103321,0,0,0,0.0145651808,0.0000000066,0,0,0,0.013756135,80680.75967,2160.5452,5064.02192,21.28,32020,13.7,72400,5.1,67,1.9,5.3,114.2,31.8
"37","Jefferson",29.885666149,16.690201525,115.82241653,5.1147067679,651.82598371,1.2560242149,0,0,0,0.0121297745,0.0006482429,0,0,0.0004223773,0.0013959726,0,0,0.0043543196,0.0207778383,0,0,0,0.0146039871,0.0000000066,0,0,0,0.003665021,326.1534375,1.51930625,18.90850563,5.45,36868,14.8,90700,6.3,80.9,13.4,5.6,429.17999,9.3
"38","Lamar",7.7908868677,11.513878388,152.11634013,8.0794018719,968.71245104,26.113691259,0,0,0,0.0009147269,0.0005028158,0,0,0.0000345249,0.0000746822,0,0,0.0010361257,0.0010416771,0,0,0,0.0106490451,0.0000000066,0,0,0,0.003153542,5653.8936,7.3402,356.31992,22.92,28059,16.1,55200,7.1,65.1,0.5,5.3,396.09815,36
"39","Lauderdale",8.1483499716,12.012929827,113.19996561,6.2795183646,3080.5834771,107.29744729,0,0,0,0.0006942213,0.0010407887,0,0,0.0000658763,0.0003200991,0,0,0.0050601021,0.0088567696,0,0,0,0.0166459934,0.0000000066,0,0,0,0.002236863,32353.46704,82.71565581,2054.43124,21.12,33354,14.4,85000,5.6,76.4,5.2,5.6,472.89999,29.5
"40","Lawrence",10.322188072,12.002413242,71.852408813,6.0458019348,817.09836859,35.778887021,0,0,0,0.0015975312,0.0005577081,0,0,0.0003361313,0.0008513552,0,0,0.0012034788,0.0002587002,0,0,0,0.0620072314,0.0000000066,0,0,0,0.017325087,29049.30922,423.355,2499.1043,29.21,31549,15.3,75000,6.2,65.6,0.8,5.4,0,62.5
"41","Lee",15.889922181,12.610303462,166.51216605,42.826197353,822.93623883,20.89900276,0,0,0,0.0026194752,0.0005200369,0,0,0.000051184,0.0005806763,0,0,0.0027167832,0.0109252238,0,0,0,0.0061143475,0.0000000066,0,0,0,0.000982353,262.7775682,1.02930625,9.577705625,8.34,30952,21.8,104100,5.8,81.4,12.3,5,944.34998,31.8
"42","Limestone",12.506681464,12.106356907,100.35938817,17.060093361,862.58484042,66.608373152,0,0,0,0.0013571985,0.0005375143,0,0,0.0001857629,0.0006351516,0,0,0.0017789433,0.0050075704,0,0,0,0.0430474663,0.0000000066,0,0,0,0.008943941,40013.82031,134.3726279,2012.5012,13.94,37405,12.3,86400,4.3,74.5,3,5.5,120.2,46.1
"43","Lowndes",13.831214254,11.806181584,132.86649285,11.940520394,580.24214795,5.9683487958,0,0,0,0.000544032,0.0005023624,0,0,0.0000298307,0.0002124813,0,0,0.00145328,0.0000733257,0,0,0,0.0053067962,0.0000000066,0,0,0,0.011719343,3992.401546,23.62186831,438.4968113,17.18,23050,31.4,55500,11.9,64.3,0.3,5.4,526.7788,69
"44","Macon",15.023769824,12.390056726,170.11907924,22.928317981,651.63396866,13.099223164,0,0,0,0.0007776855,0.0005045982,0,0,0.0000300138,0.0000733907,0,0,0.0017997138,0.0046893101,0,0,0,0.0055787928,0.0000000066,0,0,0,0.000932547,4593.558081,2.59791875,439.9279169,18.19,21180,32.8,64200,12.3,70,3.3,5.3,694.5,47.3
"45","Madison",19.132865495,13.247541965,107.51778596,22.462074194,825.50056711,70.630468564,0,0,0,0.0013131679,0.0005302495,0,0,0.0000719412,0.0004953591,0,0,0.0041933536,0.0156951878,0,0,0,0.0229780355,0.0000000066,0,0,0,0.006370333,65890.7146,157.4884,3748.81754,6.38,44704,10.5,103300,5.7,85.4,8.6,5.8,395.69998,5.8
"46","Marengo",13.273045729,11.970975849,126.97826045,14.400172678,556.69469022,10.711200695,0,0,0,0.0017386592,0.0005939016,0,0,0.0000301176,0.0000976068,0,0,0.0021033765,0.0000280476,0,0,0,0.0050880106,0.000000019680804,0,0,0,0.004540367,519.5562071,5.900934157,35.58990563,36.66,27025,25.9,65900,8.7,71.9,2.3,5.5,525.09317,29.2
"47","Marion",8.1852862099,11.603076509,118.49271867,5.173742626,954.59803781,30.63235957,0,0,0,0.0005755444,0.0005050129,0,0,0.000036428,0.0001919235,0,0,0.0010715876,0.0001857804,0,0,0,0.0129059055,0.0000000066,0,0,0,0.013835281,6935.5336,15.9398,321.58498,21.06,27475,15.6,63500,8.1,63.2,1.8,5.3,404.80302,30
"48","Marshall",16.010077837,12.665777045,97.488173509,12.913731648,666.62839003,35.431236797,0,0,0,0.0008277967,0.0005070535,0,0,0.0000470951,0.0002336327,0,0,0.001715416,0.0028952416,0,0,0,0.0167120082,0.0000000066,0,0,0,0.047743056,15644.35431,29.11662791,1076.0879,4.03,32167,14.7,80900,5.7,69.4,1.4,5.4,0,26.1
"49","Mobile",17.28901125,11.396228852,245.18001162,18.445724596,542.96583424,17.919573282,0,0,0,0.0023696568,0.0005972189,0,0,0.0000623579,0.0009264735,0,0,0.0058507142,0.0186236734,0,0,0,0.0020257073,0.00000014304246,0,0,0,0.000449546,1884.541171,11.44565581,175.45344,15.86,33710,18.5,80500,7.6,76.7,7.1,5.5,1107.7,8.1
"50","Monroe",12.380092812,11.622317634,122.69766273,17.104933654,515.57650936,11.707535602,0,0,0,0.000520951,0.0005041768,0,0,0.0000364776,0.000047997,0,0,0.0022139015,0.0000920548,0,0,0,0.0032696227,0.000000030003377,0,0,0,0.002766957,5178.805297,1.77930625,545.2163056,44.77,29093,21.3,66900,8.4,67.9,1.6,5.4,529.77164,15.4
"51","Montgomery",17.94489831,11.903954112,143.78016236,14.397832323,583.67903884,7.6904360164,0,0,0,0.0022922499,0.0005240593,0,0,0.0000545101,0.0010319814,0,0,0.002776384,0.0156290223,0,0,0,0.0058979283,0.0000000066,0,0,0,0.013246161,3363.493061,16.92902791,251.33394,6.03,35962,17.3,87700,6.7,80.3,7.7,5.5,725.29999,6.7
"52","Morgan",15.164729248,12.598649781,72.756242788,10.439190036,702.19573121,27.047707732,0,0,0,0.0039483686,0.0005569887,0,0,0.0009097496,0.0047353366,0,0,0.0016273123,0.0111558406,0,0,0,0.165517138,0.0000000066,0,0,0,0.023216059,20933.5641,55.7,1553.3506,9.01,37803,12.3,88600,5.4,76.3,5.1,5.5,224.14999,27.7
"53","Perry",13.385613898,11.977434478,136.52018758,9.7889146455,560.06066787,4.7425345082,0,0,0,0.0004291764,0.0005050258,0,0,0.0000325399,0.0000481576,0,0,0.0014973378,0.0001126752,0,0,0,0.0073326506,0.0000000066,0,0,0,0.015519694,9324.100161,25.55382791,269.76272,38.39,20200,35.4,47600,14.7,62.4,1.3,5.2,535.37693,49.2
"54","Pickens",8.2283441257,11.81389298,164.28224028,11.146469519,783.38710131,16.750943631,0,0,0,0.0007183785,0.0005064557,0,0,0.0000357281,0.0000614972,0,0,0.0012826315,0.0000200544,0,0,0,0.008701434,0.0000000066,0,0,0,0.018273201,12681.43685,22.188,825.1446,14.48,26254,24.9,66000,8.2,69.7,1.6,5.3,388.94715,46.9
"55","Pike",21.260207879,11.918501797,161.20591691,16.240372966,635.85356693,13.541009847,0,0,0,0.004704843,0.0005249557,0,0,0.0003100646,0.00009184,0,0,0.0013547788,0.0000625799,0,0,0,0.0036071547,0.0000000066,0,0,0,0.02493816,7717.524675,12.92093416,842.4885056,20.42,25551,23.1,71400,9.3,69.1,2.4,5.2,462.39999,20.2
"56","Randolph",13.715387538,12.882207829,220.68914885,34.723382731,553.51159101,29.690457539,0,0,0,0.0004310636,0.0005055352,0,0,0.0000361728,0.000089201,0,0,0.002357521,0.0000280668,0,0,0,0.0087240353,0.000000010130765,0,0,0,0.015889559,1116.748911,6.831627907,126.6723,49.69,28675,17,63800,5.3,61.9,0.6,5.4,612.20599,41.7
"57","Russell",16.872834833,12.294283065,177.18090857,44.521687869,1237.4582281,25.761189369,0,0,0,0.0028010764,0.0005241647,0,0,0.0001448726,0.0008766381,0,0,0.003549076,0.0079319374,0,0,0,0.0046589931,0.0000000066,0,0,0,0.002859741,1672.241738,5.32930625,179.8246056,22.57,27492,19.9,71500,6.3,66.5,3.5,5.1,438.39999,64.5
"58","St. Clair",21.161307597,13.212382881,128.51182034,10.801933629,595.80159599,8.2802481598,0,0,0,0.0016063122,0.0005252603,0,0,0.0001265452,0.0004158915,0,0,0.0016612272,0.0010492187,0,0,0,0.0142202281,0.00000044538077,0,0,0,0.006062484,249.6628605,5.361627907,26.928,25.72,37285,12.1,99800,4.2,71.3,1.2,5.5,172.3,61.7
"59","Shelby",22.421623366,13.224217823,119.96603288,7.2990965641,556.30213168,2.376320045,0,0,0,0.0039718065,0.0005856999,0,0,0.0001792298,0.0006238715,0,0,0.002091078,0.0137370582,0,0,0,0.0140278505,0.0000000090560133,0,0,0,0.002096124,1260.572836,8.610240407,104.4155113,12.88,55440,6.3,146700,3,86.8,6.6,6,62.099998,55.8
"60","Sumter",10.113341734,11.91244805,135.0744983,16.33248741,636.17733308,18.151466557,0,0,0,0.0006520912,0.0005173834,0,0,0.0000469197,0.0001211855,0,0,0.0019710268,0.0000366543,0,0,0,0.0057155852,0.000000016545412,0,0,0,0.000368561,5384.150359,5.089,411.6128,40.49,18911,38.7,54000,11.5,64.8,4.5,5.1,484.56865,31.3
"61","Talladega",22.723668697,13.042459927,142.96015487,13.571992714,555.66976081,7.2326985323,0,0,0,0.001708858,0.0005190042,0,0,0.0001270327,0.0013345397,0,0,0.0020818025,0.0067659462,0,0,0,0.0114067763,0.00000020722593,0,0,0,0.002086074,22860.82781,48.5714,1773.88954,33.48,31628,17.6,72200,7.7,69.7,2.2,5.4,458.20001,34.6
"62","Tallapoosa",14.345003995,12.179608334,160.4785459,21.787447957,564.52922964,11.797423931,0,0,0,0.0009816475,0.0005061855,0,0,0.0000355888,0.000065743,0,0,0.0018840547,0.0000850578,0,0,0,0.007671574,0.0000000066,0,0,0,0.000219652,406.7762091,0.49,45.7397,12.31,30745,16.6,73600,6.1,70.1,1.6,5.4,596.38494,28.7
"63","Tuscaloosa",13.851600961,12.524302436,131.0782416,7.400618549,716.05214033,5.1313148257,0,0,0,0.0016138493,0.0005444043,0,0,0.0000856848,0.0016502106,0,0,0.0030058815,0.0128567876,0,0,0,0.01048595,0.0000000066,0,0,0,0.001939205,8908.578168,20.9434,728.27744,20.4,34436,17,106600,6.2,78.8,12.1,5.3,545.70001,10.9
"64","Walker",13.398579917,13.178095389,95.837664659,4.8442979209,755.37591978,5.5883306064,0,0,0,0.001286395,0.0005685821,0,0,0.0000625643,0.0001480449,0,0,0.0015673413,0.0022242713,0,0,0,0.0142425134,0.0000000066,0,0,0,0.009309419,582.6665375,0.53930625,42.77070563,17.07,29076,16.5,66700,6.4,67.2,1.1,5.4,0,37
"65","Washington",10.263145673,11.3627202,167.45876271,23.505094567,692.50204051,16.092724581,0,0,0,0.0003773198,0.0005108137,0,0,0.0000305294,0.0000461965,0,0,0.0036533262,0.0000314466,0,0,0,0.0024469607,0.000000092853883,0,0,0,0.002547851,4540.615111,8.591427907,431.20908,53.65,30815,18.5,63000,7.7,72.3,0.2,5.4,564.07694,48.1
"66","Wilcox",11.566950875,11.57986536,145.32163569,13.983629515,561.14964555,7.7479082483,0,0,0,0.0004572083,0.0005022972,0,0,0.0000285558,0.0000465801,0,0,0.0018562213,0.0000109754,0,0,0,0.0045210314,0.000000014886677,0,0,0,0.004657574,2379.524968,11.75256206,238.8584056,36.32,16646,39.9,52200,15.2,59.5,0.5,5.3,539.50843,36.9
"67","Winston",9.8659951353,12.232634002,87.281405256,4.8565354587,705.6596786,14.568242111,0,0,0,0.0005631413,0.0005047194,0,0,0.0000406653,0.0000672562,0,0,0.0011017618,0.0002287398,0,0,0,0.0158874838,0.0000000066,0,0,0,0.014035942,64.5566,0.49,8.9381,33.15,28435,17.1,60800,6.3,62.6,0.5,5.2,397.53201,28.7
"68","Aleutians East Bo",1.0111904311,1.1375189811,1.005469809,1.0000000809,1.6123418725,1.0483184711,0.5,0.5,0.5,0.000351997,0.0005000655,0.004,0.001,0.0000247563,0.0000412185,0,0,0.0003067386,0.0000123156,0.5,0.5,0.56,0.0003819487,0.0000000066,0,0,0,0,NA,NA,NA,23.1,47875,21.8,99500,41.4,74.7,4.4,5,0,0.5
"69","Aleutians West Ce",1.0004627774,1.0286915981,1.0031640069,1.000000077,1.4637151784,1.003098048,0.5,0.5,0.5,0.0003312832,0.0005007194,0.007,0.003,0.0000255878,0.0000427995,0,0,0.0003067648,0.0000986974,0.5,0.5,0.5,0.0004416203,0.0000000066,0,0,0,0,NA,NA,NA,0.66,61406,11.9,93400,12.7,78.5,11.5,4.4,0,7.6
"70","Anchorage Borough",8.5610119175,3.6539603382,1.0176809934,1.0000021535,1.8091920947,6.2390284448,0.5,0.45,4.94,0.0059451091,0.000575429,0.005,0.003,0.0000670287,0.0006975792,0,0.1,0.0009808728,0.0167158348,0.5,0.8,1.13,0.0005150438,0.0000000066,0,0.1,0.1,0.000803125,NA,NA,NA,23.03,55546,7.3,160700,6.8,90.3,12.5,5.1,643.90002,3.3
"71","Bethel Census Are",1.0404387014,1.2850745533,1.003854464,1.0000000172,1.4054960927,1.1577668204,0.5,0.5,0.68,0.0018299418,0.0005006103,0.014,0.002,0.0000252178,0.0000425255,0,0,0.0003259589,0.000000022301,0.5,0.5,0.57,0.0003681521,0.0000000066,0,0,0,0,NA,NA,NA,5.71,35701,20.6,74900,14.6,71,4.2,3.3,0,1.5
"72","Bristol Bay Borou",1.1023399759,1.4593621509,1.0073381971,1.0000000945,1.4944226128,1.3591107472,0.5,0.38,0.5,0.0017241856,0.0005001736,0.005,0.001,0.0000248319,0.000041394,0,0,0.0003068005,0.000000004032,0.5,0.5,0.5,0.0003690551,0.0000000066,0,0,0,0,NA,NA,NA,92.7,52167,9.5,139000,10.5,88.9,3.6,4.1,643.90002,1.4
"73","Denali Borough",1.9911161864,3.1302063684,1.0118692563,1.000000763,1.6350785209,6.3840315399,0.5,0.5,0.5,0.0004024441,0.0005001246,0.005,0,0.0000247532,0.0000414128,0.1,0,0.0003067414,0.0000096574079,0.5,0.5,0.5,0.0003947797,0.0000000066,0,0,0,0,NA,NA,NA,92.13,53654,7.9,103400,11.6,91.7,5.2,3,777.21664,12.3
